geom,Name_fi,Address_fi,Link_fi,Link_en,Selite_fi,Selite_en
"POINT (25500983 6683593)",Leikkipaikka Hiidenkivenpuisto,"Hiidenkiventie 32, 00730 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Hiidenkivenpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501298 6686300)",Leikkipaikka Viertolanranta,"Kaislatie 22d, 01300 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Viertolanranta</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Viertolanranta</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25504484 6678336)",Leikkipaikka Mustapuro,"Mustapuronpolku 4, 00900 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Mustapuro</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500314 6675807)",Kivinokan kesämaja-alue / Leikkipaikka,"Kivinokan uimaranta,  Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Kivinokan kesämaja-alue / Leikkipaikka</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495762 6676171)",Leikkipaikka Maistraatinpuisto,"Maistraatinkatu 3, 00240 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Maistraatinpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25478280 6672541)",Saunalahdenpuiston leikkipaikka,"Meriviitantie 18, 02330 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/saunalahdenpuiston-leikkipaikka"" target=""_palvelu"">Saunalahdenpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/saunalahdenpuisto-playground"" target=""_palvelu"">Saunalahdenpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25484734 6677309)",Hurtigin puisto,"Kauppalantie 28, 02700 Kauniainen","<a href=""https://www.kauniainen.fi/asuminen-ja-ymparisto/viher-ja-muut-yleiset-alueet/leikkipuistot/hurtigin-puisto/"" target=""_palvelu"">Hurtigin puisto</a>","<a href=""https://www.kauniainen.fi/asuminen-ja-ymparisto/viher-ja-muut-yleiset-alueet/leikkipuistot/hurtigin-puisto/"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506106 6681480)",Leikkipaikka Kuulapuisto,"Keihäspolku 11, 01280 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kuulapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kuulapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493224 6681445)",Leikkipaikka Kielipolun korttelipuisto,"Kielipolku 32, 00420 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kielipolun korttelipuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Kielipolun korttelipuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497216 6677923)",Leikkipaikka Akseli Toivosen kenttä,"Pellervontie 14, 00610 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Akseli Toivosen kenttä</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25488758 6673234)",Tuuliniityn leikkipaikka,"Tuulikuja 3, 02100 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/tuuliniityn-leikkipaikka"" target=""_palvelu"">Tuuliniityn leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/tuuliniitty-playground"" target=""_palvelu"">Tuuliniitty playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25499379 6682826)",Leikkipaikka Tapaninvainio,"Tapaninvainiontie 33, 00780 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Tapaninvainio</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500458 6688938)",Leikkipaikka Kuismapuisto,"Kuismatie 104a, 01390 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kuismapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kuismapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25483312 6680256)",Pihlajarinteen leikkipaikka,"Pajuviita 2-6, 02940 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/pihlajarinteen-leikkipaikka"" target=""_palvelu"">Pihlajarinteen leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/pihlajarinne-playground"" target=""_palvelu"">Pihlajarinne playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497887 6675541)",Leikkipaikka Vallilantien puisto,"Vallilantie 3, 00550 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Vallilantien puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492043 6683770)",Leikkipaikka Ojapuisto,"Ojahaanpolku 10a, 01600 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Ojapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Ojapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489642 6679225)",Åbergin lastentalo,"Ajurinkuja 4, 02650 Espoo",Åbergin lastentalo,Åberg open day care centre,Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25504233 6689809)",Leikkipaikka Tarha,"Havukoskenkatu 5, 01360 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Tarha</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Tarha</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25488509 6674831)",Seponkentän leikkipaikka,"Louhentie 10a, 02130 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/seponkentan-leikkipaikka"" target=""_palvelu"">Seponkentän leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/seponkentta-playground"" target=""_palvelu"">Seponkenttä playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25487923 6677903)",Lansapuronpuiston leikkipaikka,"Kilonpurontie 3, 02610 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/lansapuronpuiston-leikkipaikka"" target=""_palvelu"">Lansapuronpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/lansapuronpuisto-playground"" target=""_palvelu"">Lansapuronpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497199 6674688)",Leikkipaikka Kallion kirkon tontti,"Castreninkatu 15, 00530 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kallion kirkon tontti</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486083 6685573)",Niipperin leikkipaikka,"Isonpuronkuja 5, 02920 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/niipperin-leikkipaikka"" target=""_palvelu"">Niipperin leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/niipperi-playground"" target=""_palvelu"">Niipperi playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25484096 6680763)",Ryytimaan leikkipaikka,"Salviapolku, 02940 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/ryytimaan-leikkipaikka"" target=""_palvelu"">Ryytimaan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/ryytimaa-playground"" target=""_palvelu"">Ryytimaa playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505888 6684841)",Leikkipaikka Raudikkopuisto,"Raudikkokuja 5b, 01200 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Raudikkopuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Raudikkopuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496562 6681229)",Leikkipaikka Pakilanpuisto,"Palosuontie 2, 00660 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Pakilanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25491315 6680321)",Leikkipaikka Aittalehto,"Sotilaspellontie 7, 00390 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Aittalehto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25487012 6681178)",Nurmikuukusen leikkipaikka,"Veininkatu 10, 02730 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/nurmikuukusen-leikkipaikka"" target=""_palvelu"">Nurmikuukusen leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/nurmikuukunen-playground"" target=""_palvelu"">Nurmikuukunen playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505536 6692218)",Leikkipaikka Marsinpuisto,"Marsinkuja 4b, 01480 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Marsinpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Marsinpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497807 6672785)",Leikkipaikka Katajanokan puisto,"Kanavakatu 2, 00160 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Katajanokan puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505234 6677513)",Leikkipaikka Puotilan leikkiniitty,"Rusthollarintie 7, 00910 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Puotilan leikkiniitty</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25480369 6670098)",Krattivuoren leikkipaikka,"Krattivuorentie 3, 02320 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/krattivuoren-leikkipaikka"" target=""_palvelu"">Krattivuoren leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/krattivuori-playground"" target=""_palvelu"">Krattivuori playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25502684 6690408)",Leikkipaikka Käpypuisto,"Koivukylän puistotie 29, 01360 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Käpypuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Käpypuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25502153 6686375)",Leikkipaikka Neilikkapuisto,"Neilikkatie 2, 01300 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Neilikkapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Neilikkapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495577 6685176)",Leikkipaikka Isonmännynpuisto,"Isonmännyntie 14, 01690 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Isonmännynpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Isonmännynpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485132 6672892)",Kuitinmäenpuiston leikkipaikka,"Meteorinkatu 7, 02210 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kuitinmaenpuiston-leikkipaikka"" target=""_palvelu"">Kuitinmäenpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kuitinmaenpuisto-playground"" target=""_palvelu"">Kuitinmäenpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501371 6687118)",Leikkipaikka Savikkapuisto,"Savikkatie 22, 01300 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Savikkapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Savikkapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25484559 6677441)",Thurmaninpuiston leikkipuisto,"Kauniaistentie 12, 02700 Kauniainen","<a href=""https://www.kauniainen.fi/asuminen-ja-ymparisto/viher-ja-muut-yleiset-alueet/leikkipuistot/thurmaninpuisto/"" target=""_palvelu"">Thurmaninpuiston leikkipuisto</a>","<a href=""https://www.kauniainen.fi/asuminen-ja-ymparisto/viher-ja-muut-yleiset-alueet/leikkipuistot/thurmaninpuisto/"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505033 6693899)",Leikkipaikka Leppäkorvenmäki,"Leppäkorventie 35, 01450 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Leppäkorvenmäki</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Leppäkorvenmäki</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493609 6670302)",Leikkipaikka Veijarivuoren puisto,"Itälahdenkatu 1, 00210 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Veijarivuoren puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501607 6673880)",Leikkipaikka Tuurholmanpuisto,"Henrik Borgströmin tie 13, 00590 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Tuurholmanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492663 6682684)",Leikkipaikka Aapraminpuisto,"Aapramintie 3, 01610 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Aapraminpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Aapraminpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25484802 6673479)",Kuutamopuiston leikkipaikka,"Täysikuu 7, 02210 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kuutamopuiston-leikkipaikka"" target=""_palvelu"">Kuutamopuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kuutamopuisto-playground"" target=""_palvelu"">Kuutamopuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489618 6678862)",Rinkelipuiston leikkipaikka,"Timpurinkuja 4, 02650 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/rinkelipuiston-leikkipaikka"" target=""_palvelu"">Rinkelipuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/rinkelipuisto-playground"" target=""_palvelu"">Rinkelipuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486444 6675460)",Jukolan leikkipaikka,"Venlanpolku 1, 02180 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/jukolan-leikkipaikka"" target=""_palvelu"">Jukolan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/jukola-playground"" target=""_palvelu"">Jukola playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25483551 6674088)",Sinisiimeksen leikkipaikka,"Kimalaisenpolku 27, 02210 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/sinisiimeksen-leikkipaikka"" target=""_palvelu"">Sinisiimeksen leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/sinisiimes-playground"" target=""_palvelu"">Sinisiimes playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497140 6686667)",Leikkipaikka Antaksenpuisto,"Antaksenpolku 7b, 01510 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Antaksenpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Antaksenpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497066 6671402)",Leikkipaikka Meripuisto,"Merikatu 7, 00140 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Meripuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25479932 6671285)",Seitsenmerenpuiston leikkipaikka,"Merivirta 4, 02320 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/seitsenmerenpuiston-leikkipaikka"" target=""_palvelu"">Seitsenmerenpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/seitsenmerenpuisto-playground"" target=""_palvelu"">Seitsenmerenpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497583 6677510)",Kumpulan siirtolapuutarha / Leikkipaikka,"Kalervonkatu 1a, 00610 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Kumpulan siirtolapuutarha / Leikkipaikka</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481862 6670587)","Järvikorpi, leikkipaikka","Järvikorpi 7, 02360 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/jarvikorpi-leikkipaikka"" target=""_palvelu"">Järvikorpi, leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/jarvikorpi-playground"" target=""_palvelu"">Järvikorpi, playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492183 6682774)",Leikkipaikka Nuorapuisto,"Solkikuja 7, 01600 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Nuorapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Nuorapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500885 6691366)",Leikkipaikka Notkopuisto,"Kivikkotie 47, 01390 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Notkopuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Notkopuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481082 6676257)",Viiripuiston leikkipaikka,"Viirikuja 4, 02770 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/viiripuiston-leikkipaikka"" target=""_palvelu"">Viiripuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/viiripuisto-playground"" target=""_palvelu"">Viiripuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506387 6678624)",Leikkipaikka Linnalahdenpuisto,"Linnalahdentie 1, 00950 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Linnalahdenpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481330 6676029)",Jalavapuiston leikkipaikka,"Heisipuunkuja 2 B, 02770 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/jalavapuiston-leikkipaikka"" target=""_palvelu"">Jalavapuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/jalavapuisto-playground"" target=""_palvelu"">Jalavapuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25484871 6673123)",Maapallopuiston leikkipaikka,"Ellipsipolku 2 B, 02210 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/maapallopuiston-leikkipaikka"" target=""_palvelu"">Maapallopuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/maapallonpuisto-playground"" target=""_palvelu"">Maapallonpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506406 6687028)",Leikkipaikka Itä-Hakkilanpuisto,"Kankurintie 34, 01260 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Itä-Hakkilanpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Itä-Hakkilanpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495446 6671579)",Leikkipaikka Hyväntoivonpuisto,"Hyväntoivonpuisto,  Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Hyväntoivonpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486757 6672956)",Niittypuiston leikkipaikka,"Niittykuja, 02200 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/niittypuiston-leikkipaikka"" target=""_palvelu"">Niittypuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/niittypuisto-playground"" target=""_palvelu"">Niittypuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25482066 6672961)",Eestinaukion leikkipaikka,"Eestinahde 1 B, 02280 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/eestinaukion-leikkipaikka"" target=""_palvelu"">Eestinaukion leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/eestinaukio-playground"" target=""_palvelu"">Eestinaukio playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506594 6680788)",Leikkipaikka Laakavuori,"Saariselänkuja 8, 00970 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Laakavuori</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496782 6680092)",Leikkipaikka Suursuonpuisto,"Suursuonpuisto,  Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Suursuonpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
